family,genus,Checked,Changed,subgenus,refgenus,species,origin,extin,duration,ref,ancestor,,range,w,mtheta,lw,lh,ic1,ic2,ic3,fcirc,t,numcham,expans,height,length,fcangle,area,fcarea,clava,chamwl,keel,bidors,biven,biconvex,lobe,double,depth
Candeinidae,Candeina,Y,,,11,nitida,8.1,-0.0000001,8.1000001,111,64,,8.1000001,1.081,115.97,1.15,1.206,123.447,108.492,999,98.1,114,3,1.025,469.295,561.219,86.483,235746.04,0.404086490699907,1.26376760828743,1.37225807250998,0.924374636778359,90,90,1,0.920035143468404,0,3
Globigerinitidae,Globigerinita,Y,Y,,37,iota,3.5,-0.0000001,3.5000001,1080,,,3.5000001,0.92796919083299,76.2733333333333,1.04058705110721,1.35570291777188,78.04,72.28,78.5,96.9057838081552,146.8,5,0.984453212327895,113.1,153.33,90,16616.89,0.24173356145464,1.27501490467449,1.00016043777013,0.948548871237055,90,90,1,0.895020571935159,0,3
Globigerinitidae,Globigerinita,Y,Y,,37,parkerae,11.8,-0.0000001,11.8000001,64,1060,,11.8000001,2.527,104.365,1.231,1.144,73.597,141.438,98.061,97.7,105,3.5,1.253,209.55,243.417,89.471,28721.38,0.394639115529964,1.34745463094213,1.12218366667421,0.95103695940582,90,90,1,0.912454390284371,0,3
Globigerinitidae,Globigerinita,Y,Y,,37,glutinata,26.7,-0.0000001,26.7000001,1060,,,26.7000001,2.34716257376277,91.3233333333333,1.01757764281835,1.21933853927423,95.38,101.31,77.28,94.8858279335804,156,4,1.23744943595985,174.16,212.36,90,31906.89,0.547835906288579,1.27656177265988,1.1226844692782,0.951225354258014,90,90,1,0.87047431647618,0,3
Globigerinitidae,Globigerinita,Y,Y,,37,uvula,26.7,-0.0000001,26.7000001,1061,,,26.7000001,0.378641313467755,88.09,0.865885865196923,0.84049839095635,109.47,70.23,84.57,98.8528594549897,84.23,4,0.798422982353878,242.38,203.72,90,8055.34,0.635515074472338,1.23773472134655,1.12503128764202,0.933112170516677,90,90,1,0.970032459768306,0,3
Cassigerinellidae,Cassigerinella,Y,,,12,chipolensis,33.6,11.9,21.7,310,1181,,21.7,1.985,69.807,1.225,1.431,81.325,64.125,63.97,95.1,146,5.5,1.134,74.141,110.524,89.374,18845.84,0.365977319132498,1.2025254587698,0.870655641998902,0.931560875481177,90,90,1,0.86528594159341,0,3
Cassigerinellidae,Cassigerinella,Y,,,12,eocaenica,38.6,31,7.6,1181,Benthics?,,7.6,2.16926560396736,83.18,1.23165427248492,1.5674793956044,96.77,90.56,62.21,91.2066260670604,169.07,4,1.18895201494026,58.24,91.29,90,4519.58,0.488740104168971,1.27588065199238,1.04628163141224,0.957510814976878,90,90,1,0.844105913798625,0,0
Globigerinitidae,Dipsidripella,Y,Y,,23,liqianyui,42.6,33.1,9.5,1185,1184,,9.5,6.086718536592,58.2033333333333,1.16416578797956,1.75894607843137,75.07,51.32,48.22,88.1824800141378,180,5,1.37756187526837,143.53,81.6,90,13549.65,0.294066636407583,1.17909987414006,0.830087298991278,0.924804113455936,90,90,1,0.820222952952023,0,0
Globigerinitidae,Dipsidripella,Y,Y,,23,danvillensis,43.8,36.2,7.59999999999999,1184,Benthics?,,7.59999999999999,4.1904688389801,76.1566666666667,1.06493052084375,1.6222492956674,90.06,65.69,72.72,68.7183029527757,180,5,1.37113080417851,213.05,131.33,90,33235.37,0.368784520828262,1.39255801857485,0.890264129768252,0.907596189414721,90,90,1,0.778857363066092,0,0
Globigerinitidae,Tenuitella,Y,Y,,48,anfracta,5.6,-0.0000001,5.6000001,252a,315,,5.6000001,2.01018664784875,86.12,1.10003399213325,1.86756275943862,79.02,97.06,82.28,75.5130999391659,180,4.5,1.16567804815833,101.18,188.96,90,31273.64,0.406434940096516,1.37652739567446,0.997775009140604,0.964695893851739,90,90,1,0.770319915727066,0,3
Globigerinitidae,Tenuitella,Y,Y,,48,clemenciae,21.5,5.5,16,315,491,,16,2.863,73.848,1.231,1.366,74.354,85.416,61.774,95.3,144,4.25,1.246,131.496,177.575,77.457,16616.39,0.346852114087356,1.26672039205762,0.978516204172969,0.931855125174072,90,90,1,0.818519404942409,0,3
Globigerinitidae,Tenuitella,Y,Y,,48,munda,23.2,21.9,1.3,491,1183,,1.3,2.68967809160678,87.8833333333333,1.1002933626696,1.40649320022011,90.49,92.26,80.9,75.2673808275748,175.96,4,1.27722033322725,127.21,178.92,90,22192.67,0.555785311095961,1.31451535244984,1.09646640866398,0.91194535895042,90,90,1,0.802547259045024,0,3
Globigerinitidae,Tenuitella,Y,Y,,112,gemma,34,24.3,9.7,382,1183,,9.7,2.072,59.799,1.143,1.95,60.133,57.956,61.309,95.8,165,5.5,1.127,55.182,120.914,89.988,14022.93,0.348290264588071,1.21257628185163,0.934187709345318,0.946561026877306,90,90,1,0.849693316154364,0,3
Globigerinitidae,Tenuitella,Y,Y,,112,praegemma,34.9,33.2,1.7,1183,424,,1.7,2.29023840218699,74.94,1.29127657712836,1.77757442654954,84.38,77.44,63,94.82590037815,156.84,5,1.1782049876702,81.96,145.69,90,11892.57,0.34362042855329,1.32124519986137,0.937729486783116,0.916603058134095,90,90,1,0.84371774591486,0,3
Globigerinitidae,Tenuitella,Y,Y,,112,patefacta,35.5,34,1.5,1182,424,,1.5,1.78829951281099,66.4366666666667,1.44817927170868,1.82994946360493,69.52,64.14,65.65,97.8418722717928,178.19,6,1.1146584744385,112.79,206.4,90,21650.54,0.317633186054482,1.27300882703357,0.844628106962997,0.934786995246116,90,90,1,0.81931743810072,0,3
Globigerinitidae,Tenuitella,Y,Y,,112,insolita,35.6,34.5,1.1,424,363,,1.1,1.826,88.955,1.114,1.51,68.806,70.185,127.875,95.8,135,4,1.161,104.34,158.091,89.224,19466.96,0.342695521026395,1.39171757585329,0.97566828325726,0.958993610486189,90,90,1,0.804960407395788,0,3
Chiloguembelinidae,Chiloguembelina,Y,,,15,cubensis,43,28.5,14.5,227,1172,,14.5,1.563,180.696,1.259,0.702,184.568,175.381,182.14,97,47,2,1.249,196.273,136.896,87.121,8768.75,0.277975766215253,1.22994125689978,1.01900469170469,0.911718743291861,90,90,1,0.76574588981627,0,1
Chiloguembelinidae,Chiloguembelina,Y,,,15,ototara,45.8,32,13.8,1172,1171,,13.8,1.33511834893744,180,1.49695043381153,0.661218424962853,180,180,180,93.6339198783073,46.05,2,1.15547321428817,174.98,115.7,90,12942.05,0.28268550963719,1.28385118322475,1.01418689697707,0.941775404504758,90,90,1,0.791380913390647,0,1
Chiloguembelinidae,Chiloguembelina,Y,,,15,crinita,59.8,45.5,14.3,1171,1202,,13.7,1.88039890345546,180,1.41869337148307,0.704933187662829,180,180,180,95.7466218179222,68.56,2,1.37127637748758,118.99,83.88,90,6647.21,0.579217446116491,1.48428455592392,1.10731978492725,0.925465517435131,90,90,1,0.813264188056934,0,1
Chiloguembelinidae,Chiloguembelina,Y,,,15,parallela,54.7,53.4,1.3,1173,1174,,1.3,1.66284485292213,180,1.38028532141629,0.71734010907288,180,180,180,97.5115353160651,54.91,2,1.28951341711598,161.36,115.75,90,11840.07,0.437581872404471,1.50293666480695,1.13734712920906,0.934262758371398,90,90,1,0.836976089787635,0,1
Chiloguembelinidae,Chiloguembelina,Y,,,15,wilcoxensis,57.55,53.5,4.05,1175,1171,,3.4,1.35916599189851,180,1.40763673890609,0.703728595640231,180,180,180,94.8578106676101,78.95,2,1.16583274610834,342.22,240.83,90,54697.54,0.409830131300238,1.48420190318027,1.07893496546399,0.915404562490558,90,90,1,0.807379266394956,0,1
Chiloguembelinidae,Chiloguembelina,Y,,,15,trinitatensis,56.6,54.3,2.3,1174,1171,,1.6,1.48261771852023,180,1.45124117136839,0.701460371473132,180,180,180,96.7877439185924,56.75,2,1.21762790643128,352.65,247.37,90,53432.31,0.396468166919978,1.56041841799998,1.09213107921079,0.929375232733538,90,90,1,0.783145362073269,0,1
Chiloguembelinidae,Chiloguembelina,Y,,,15,midwayensis,65.435,56.4,9.035,1202,1203,,9.2,1.34001979871898,180,1.62365516762685,0.630964820619993,180,180,180,92.4709176828388,41.53,2,1.15759224199153,229.68,144.92,90,22645.07,0.323221787347091,1.21270234857988,1.02650068037818,0.891306158317347,90,90,1,0.769166306551745,0,1
Chiloguembelinidae,Chiloguembelina,Y,,,15,subtriangularis,62.75,60.2,2.55,1204,1202,,1.9,1.40941633122531,180,1.44566294919455,0.704216841469204,180,180,180,93.1974256102788,49.1,2,1.18718841437462,231.69,163.16,90,23116.73,0.357626705853293,1.28926967585162,0.971433646427953,0.881083228356995,90,90,1,0.786709083700752,0,1
Chiloguembelinidae,Chiloguembelina,Y,,,15,morsei,65.435,62.75,2.685,1203,1200,,3,1.19207841696611,180,1.89856633794647,0.52888947786907,180,180,180,91.845788745082,36.74,2,1.09182343671773,226.38,119.73,90,17080.96,0.277816937689685,1.30448010443942,1.31422757236735,0.930324427891757,90,90,1,0.722335377020894,0,1
Chiloguembelinidae,Streptochilus,Y,,,110,tokelauae,4.7,-0.0000001,4.7000001,648a,999990,,4.7000001,1.26860322358193,180,2.08174474959612,0.476321385964002,180,180,180,98.2710703214188,36.95,2,1.12632287714577,192.79,91.83,90,10854.72,0.263346267798709,1.23129366014247,1.24753821386708,0.926057242240665,90,90,1,0.783939781067865,0,3
Chiloguembelinidae,Streptochilus,Y,,,110,globigerum,11.7,4.7,7,999990,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
Chiloguembelinidae,Streptochilus,Y,,,110,latum,9,7.25,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiloguembelinidae,Streptochilus,Y,,,110,pristinum,22,10.3,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiloguembelinidae,Streptochilus,Y,,,110,martini,43.5,32.4,11.1,1176,1172,,11.1,1.41042221494738,180,1.40027123898092,0.705223106191629,180,180,180,95.8995661372719,53.62,2,1.18761197996121,144.55,101.94,90,9425.39,0.388747839611942,1.32940860436803,1.06901289969403,0.918075922038358,90,90,1,0.82392963047102,0,3
Favusellidae,Favusella,Y,,,27,washitensis,116.6,96.2,20.4,5037,,,20.4,3.50832565242234,87.88,1.3786855036855,1.3342659644503,133.7,72.72,57.22,87.7945975371958,144.88,5,1.28457500842338,303.8,405.35,90,86066.03,0.455854069253572,1.36217809513643,0.987952856758672,0.931341084560028,90,90,1,0.875616750129291,0,0
Favusellidae,Favusella,Y,,,27,hoterivica,142.3,116.6,25.7,5106,,,25.7,1.73511819851792,91.5433333333333,1.01038338658147,1.17572932849991,84.76,94.84,95.03,79.9165915236328,123.69,4,1.14128255355767,115.86,136.22,70.51,13741.39,0.364356880926893,1.19374332850269,1.1810836100381,0.896715923425203,90,90,1,0.928638394200531,0,0
Rotaliporidae,Pseudothalmanninella,Y,Y,,98,klausi,99,95,4,5667,,,4,1.52797444681729,41.19,1.06958237312864,1.9790299343685,43.81,35.87,43.89,90.6408840882953,141.28,9,1.04093626901529,312.35,618.15,78.35,294537.98,0.18141137519854,1.11117764130075,0.651256603091519,0.990411903237207,44.38,37.99,1.16820215846275,0.8707537177448,0,0
Globigerinelloididae,Eohastigerinella,Y,,,25,watersi,85.8,83.5,2.3,5114,,,2.3,4.3436702147464,74.02,1.55189427986766,5.56907556104591,76.45,80.77,64.84,55.2796396786781,180,5,1.33738155600954,145.71,811.47,90,131497.96,0.436012011136903,2.89459438775032,0.515923628390532,0.980628424565721,90,90,1,0.462446849980058,0,3
Globigerinelloididae,Hastigerinoides,Y,Y,,63,alexanderi,87,83.5,3.5,5112,,,3.5,1.72550809202406,53.0533333333333,1.75508397036687,4.3944880744619,48.06,54.77,56.33,71.034575724697,170.28,5.5,1.07733264564344,137.52,604.33,87.16,76402.32,0.283916901999835,2.78125714457258,0.375395441509118,1,11.87,3.54,3.35310734463277,0.434452530829276,0,3
Globigerinelloididae,Hastigerinoides,Y,Y,,63,subdigitata,88,85.3,2.7,5113,,,2.7,2.11125680056554,65.34,1.32773792797456,2.7454657713977,62.88,67.84,65.3,91.326155263697,168.71,5,1.14719612021738,129.57,355.73,90,58288.35,0.296653619462551,1.62666654751678,0.658389139709432,0.949924140947844,90,90,1,0.671968821441986,0,3
Globigerinidae,Beella,Y,,,7,digitata,1.81,-0.0000001,1.8100001,53,1063,,1.8100001,2.437,74.776,1.092,1.038,59.359,70.503,94.465,76.2,74,5,1.179,692.727,742.758,40.446,116009.03,0.305338299958202,1.49609449698086,0.868610785857172,0.950115802681632,90,90,1,0.798201203091028,0,0
Globigerinidae,Beella,Y,,,7,praedigitata,9,2,7,1063,10,,7,1.83901647779733,82.9333333333333,1.26518218623482,1.30766432209556,69.13,91.61,88.06,95.8914010883739,136.89,4.5,1.1503658818061,329.84,431.32,90,123599.37,0.348264801026089,1.29270433363202,1.06477117932153,0.915082724588679,90,90,1,0.852432004460263,0,0
Globigerinidae,Catapsydrax,Y,Y,,14,parvulus,17.3,7.45,9.85,1000,1209,,9.85,1.84575143832267,77.6466666666667,1.23208011243851,1.49818910379903,91.76,64.78,76.4,94.0942268548289,150.55,4,1.15285980122585,129.77,194.42,90,26528.47,0.420079258245952,1.19852973823835,1.17811246011272,0.933651025982133,90,90,1,0.911555203658502,0,3
Globigerinidae,Catapsydrax,Y,Y,,14,stainforthi,22.1,16.8,5.3,1209,635,,5.3,1.43614911475155,88.4766666666667,1.04367286043673,1.48517961133285,97.66,88.83,78.94,90.290740415919,153.68,4.5,1.0907050654571,305.66,453.96,90,138889.51,0.31311738373906,1.29598933600852,1.07352055261328,0.940445340627017,90,90,1,0.846546532528497,0,1
Globigerinidae,Catapsydrax,Y,Y,,14,dissimilis,37.6,17.3,20.3,350,673,,20.3,1.75,92.053,1.103,1.142,94.723,94.892,86.546,97,124,4,1.148,417.871,488.882,82.96,138904.32,0.357293063311494,1.24374370096504,1.12864687357848,0.919794845227302,90,90,1,0.915510589917822,0,1
Globigerinidae,Catapsydrax,Y,Y,,14,unicavus,40,17.3,22.7,673,1115,,37.8,2.116,90.045,1.081,1.14,63.604,72.546,133.984,94.7,142,4,1.162,297.318,338.667,84.72,137044.48,0.438841389306596,1.31072135639329,1.03781434883499,0.922942217159176,90,90,1,0.826343460655751,0,1
Globigerinidae,Catapsydrax,Y,Y,,14,howei,44.7,33.8,10.9,1113,673,,10.9,2.00851162233017,119,1.41927484501221,1.19178893348247,119.38,118.62,0,97.5797827974982,136.09,3,1.25941127480347,303.98,362.28,90,82868.11,0.542287980261647,1.55680565640666,1.14547257522305,0.93182509774242,90,90,1,0.892640183118412,0,1
Globigerinidae,Catapsydrax,Y,Y,,14,globiformis,40.4,34.3,6.1,383,673,,6.1,1.835,105.451,1.144,1.207,79.13,151.716,85.507,97.5,144,3.75,1.168,211.137,252.412,77.735,40659.91,0.485900485269151,1.36503599331081,1.26687416290746,0.919370109832094,90,90,1,0.882541813541975,0,1
Globigerinidae,Catapsydrax,Y,Y,,14,africanus,39,34.4,4.6,1112,1113,,4.6,2.00838566454069,94.8566666666667,1.08466787989081,1.10299835824765,119.54,102.79,62.24,96.8850093195721,129.13,4,1.17368188126547,231.46,255.3,90,42579.16,0.434269487702435,1.2660050714302,1.13106947194804,0.942563725402264,90,90,1,0.901527913982971,0,1
Globigerinidae,Eoglobigerina,Y,,,24,spiralis,62,61.7,0.299999999999997,619,354,,1,1.029,70.995,1.054,1.168,60.996,69.52,82.47,96.8,109,5.5,1.013,225.102,244.874,89.781,50686.11,0.23845349347188,1.18190075545074,0.875377541108035,0.960279933363856,90,90,1,0.84965079280072,0,3
Globigerinidae,Eoglobigerina,Y,,,24,edita,65.435,63.7,1.735,354,359,,1.3,1.395,73.072,1.074,1.382,50.099,62.093,107.024,98.3,115,4.75,1.053,181.919,262.581,65.835,27920.37,0.281151360100171,1.33544972976353,0.971508980442761,0.936277088912098,90,90,1,0.833003934863225,0,3
Globigerinidae,Eoglobigerina,Y,,,24,eobulloides,65.485,64.25,1.235,359,1187,,3.8,2.707,87.296,1.203,1.494,86.579,91.784,83.524,97.7,142,4.75,1.271,99.512,162.142,89.025,19015.97,0.486305457991362,1.35262295336196,1.01868106015224,0.935768655130272,90,90,1,0.853118877219508,0,3
Globigerinidae,Globigerina,Y,,,32,atlantisae,0,-0.0000001,0.0000001,1072,,,0.0000001,2.92603182041189,83.5366666666667,1.03276539973788,1.74499309392265,95.56,88.79,66.26,89.4493002025243,180,4,1.3076259005815,202.14,115.84,90,24573.95,0.355581011599682,1.35486063203654,0.969820901033107,0.934995616274701,90,90,1,0.856033312534199,0,3
Globigerinidae,Globigerina,Y,,,32,egelida,0,-0.0000001,0.0000001,1073,,,0.0000001,1.72189211830802,77.52,1.00861124158447,1.33304603892839,98.56,70.21,63.79,83.0040439951324,180,4.5,1.11139799509319,139.23,185.6,90,25817.27,0.304509345875842,1.23227280892277,0.990107293898278,0.933135904604886,90,90,1,0.882191634060525,0,3
Globigerinidae,Globigerina,Y,,,32,exumbilicata,0,-0.0000001,0.0000001,1069,,,0.0000001,1.84016092250169,78.3233333333333,1.10260990374119,1.49170260028747,81.5,75.45,78.02,94.2634083860298,144.62,4.75,1.14286474151536,153.06,228.32,90,33013.88,0.365960620199746,1.33591839187577,0.980938128739312,0.928232704440161,90,90,1,0.858788385432887,0,3
Globigerinidae,Globigerina,Y,,,32,cariacoensis,1.7,-0.0000001,1.7000001,1068,,,1.7000001,0.706660304086244,82.19,1.06012420806936,1.34831964940996,83.45,91.66,71.46,95.5604569179131,109.04,5,1.07382146382706,378.79,510.73,90,176507.5,0.148453918388737,1.33389514711353,0.922029151964579,0.93316769417717,90,90,1,0.823389962984637,0,3
Globigerinidae,Globigerina,Y,,,32,antarctica,2.4,-0.0000001,2.4000001,1075,,,2.4000001,2.89898076941816,84.93,1.12035177243364,1.62593555503033,97.96,89.12,67.71,90.7317227557873,158.4,4,1.29361416666188,206.38,126.93,90,27452.25,0.334958701017221,1.41301272419101,0.994646900211494,0.917813536815631,90,90,1,0.843851342841811,0,3
Globigerinidae,Globigerina,Y,,,32,megastoma,2.4,-0.0000001,2.4000001,30,,,2.4000001,1.541,90.286,1.13,1.161,55.268,90.438,125.151,97,104,4.5,1.087,284.556,345.669,80.95,76505.31,0.333542991983171,1.38832367946154,0.985030668024322,0.935082414865124,90,90,1,0.845337574106713,0,3
Globigerinidae,Globigerina,Y,,,30,bulloides,15,-0.0000001,15.0000001,10,536,,15.0000001,1.499,95.394,1.108,1.161,69.669,77.05,139.461,96.6,112,4,1.115,362.857,389.594,88.704,110255.97,0.453798012026015,1.35277899058072,0.998499871681688,0.921206645578669,90,90,1,0.853711268941232,0,2
Globigerinidae,Globigerina,Y,,,30,falconensis,17.2,-0.0000001,17.2000001,23,536,,17.2000001,1.246,95.512,1.112,1.45,66.927,97.125,122.485,98.2,153,4,1.067,210.82,327.66,89.077,47125.66,0.306570984894429,1.39352200945024,1.0512294607908,0.930837994632954,90,90,1,0.831319719941288,0,3
Globigerinidae,Globigerina,Y,,,30,umbilicata,2.4,1,1.4,1004,10,,1.4,2.737041970858,81.4233333333333,1.0554386156748,1.31378708551483,100.64,76.26,67.37,82.2283274945407,144.07,4.75,1.309222942441,376.4,286.5,90,110627.14,0.208597094709309,1.19217357887648,1.05945933411377,0.949671361131275,90,90,1,0.842299771244653,0,3
Globigerinidae,Globigerina,Y,,,30,eamesi,26.7,2,24.7,19,536,,24.7,5.105,98.92,1.291,1.344,103.559,137.386,55.814,98.1,154,3.75,1.345,279.4,390.236,89.773,96226.68,0.497044478724612,1.43767478151452,0.923889546672645,0.926265327316207,90,90,1,0.829551711850529,0,3
Globigerinidae,Globigerina,Y,,,38,bulloideus,6.2,3.8,2.4,1011,10,,2.4,4.09472729093597,89.5933333333333,1.13542657786235,1.29663608562691,129.96,85.95,52.87,86.0227815674041,116.86,4,1.25305110184813,268.14,347.68,90,69915.41,0.345462895805088,1.30468095166185,1.02897343680188,0.924256415546771,90,90,1,0.791601617660429,0,3
Globigerinidae,Globigerina,Y,,,30,praebulloides,8,6.3,1.7,536,504,,1.7,3.73,98.222,1.335,1.091,73.587,88.539,132.54,97.8,108,3.75,1.461,400.756,410.163,81.989,113068,0.525992146319029,1.35216356657853,1.00112879247412,0.942309808033632,90,90,1,0.888223524630211,0,3
Globigerinidae,Globigerina,Y,,,30,ciperoensis,22.9,18.8,4.1,311,259,,4.1,1.937,74.087,1.149,1.277,66.959,65.938,89.365,96.4,121,4.75,1.143,227.263,291.432,86.619,62078.45,0.32042681478033,1.31970780233784,0.937613228341266,0.927204026142843,90,90,1,0.874384387138464,0,3
Globigerinidae,Globigerina,Y,,,30,angulisuturalis,29.4,21.6,7.8,257,311,,7.8,3.22655165738091,79.4833333333333,1.10988962472406,1.5111505032022,85.57,77.74,75.14,93.162840017956,144.11,5,1.30793372408058,264.27,174.88,90,40876.61,0.337504749048417,1.29889660348132,0.954436814146264,0.934480136430988,90,90,1,0.740913846124141,0,3
Globigerinidae,Globigerina,Y,,,32,officinalis,43.4,24,19.4,504,1130,,19.4,1.9,98.958,1.148,1.433,75.89,107.108,113.875,96.4,139,4,1.204,156.633,248.356,88.571,22018.84,0.458312063669112,1.32678507953116,1.03709854191294,0.930326370547648,90,90,1,0.897614194547027,0,0
Globigerinitidae,Globigerinatella,Y,Y,,33,insueta,18.8,15.1,3.7,1062,1060,,3.7,3.91613137317563,121.385,1.07450411223996,1.17726273726274,137.59,105.18,0,96.2201971209726,173.22,3,1.60068532908354,250.25,294.61,90,58023.65,0.766848345459136,1.3314219208229,1.23842821715483,0.928426022360085,90,90,1,0.927759826580024,0,3
Globigerinidae,Globigerinatheka,Y,,,34,tropicalis,39,33.7,5.3,1136,419,,5.3,2.52743934092003,87.2733333333333,1.13118200932444,1.1892846332358,123.88,92.32,45.62,97.8367690308272,155.4,4,1.25039825504463,198.22,235.74,90,40115.99,0.581560619593334,1.20898397644049,1.05817284361503,0.932918959257889,90,90,1,0.900751967501228,0,3
Globigerinidae,Globigerinatheka,Y,,,34,luterbacheri,40.4,34.3,6.1,1135,1210,,6.1,2.84624821728927,122.935,1.01254692748469,0.990488268864933,125.17,120.7,0,96.8858095492119,154.33,3,1.42511561313163,315.4,312.4,90,73451.75,0.657801618069005,1.17809543342334,1.42197424126253,0.906689233107728,90,90,1,0.95023074212638,0,3
Globigerinidae,Globigerinatheka,Y,,,34,index,44,34.3,9.7,419,1212,,9.7,1.733,129.81,1.237,1.001,159.107,100.512,999,93.6,93,2.75,1.198,478.367,484.717,87.275,162726.11,0.551248229309974,1.31046213674807,1.2860831391863,0.927828414641898,90,90,1,0.866724743962323,0,3
Globigerinidae,Globigerinatheka,Y,,,34,semiinvoluta,38.5,35.3,3.2,603,480,,3.2,5.894,94.101,0.965,0.982,142.967,69.368,69.969,95.1,115,2.25,1.568,416.56,393.7,89.609,131113.49,0.583830847611485,1.18121146564837,1.23724608599954,0.915759481037312,90,90,1,0.891820180332823,0,3
Globigerinidae,Globigerinatheka,Y,,,34,korotkovi,45.5,35.5,10,1133,1212,,10,1.21427886352092,125.395,1.09512130200015,0.887952230417984,132.38,118.41,0,94.5263896695435,136.54,3,1.06874321681444,597.87,530.88,90,228453,0.493564365536894,1.22042691729084,1.40779828243202,0.919504844464851,90,90,1,0.940464877321095,0,3
Globigerinidae,Globigerinatheka,Y,,,34,mexicana,45.8,36,9.8,480,1212,,9.8,2.067,103.678,1.036,1.014,151.343,87.495,72.196,97.3,136,3.75,1.192,315.784,302.054,89.818,106672.97,0.85181344439927,1.10200770866269,1.17902339420556,0.929742842998336,90,90,1,0.879216474949447,0,3
Globigerinidae,Globigerinatheka,Y,,,34,barri,44.5,36.4,8.1,281,1212,,8.1,2.535,92.092,1.021,1.011,109.137,89.118,78.019,95.8,100,4,1.282,345.831,332.154,89.926,90432.46,0.63863838272231,1.11349869392175,1.21780594257159,0.938668797228562,90,90,1,0.897213567206988,0,3
Globigerinidae,Globigerinatheka,Y,,,34,subconglobata,48.2,39.4,8.8,1212,406,,8.8,1.4986412344182,89.3233333333333,0.964786249449097,0.98722164803157,88.07,97.84,82.06,96.574150886499,143.96,4,1.09766719092846,212.86,210.14,90,37197.52,0.367717794089499,1.09641967387314,1.31067126393482,0.933527057903986,90,90,1,0.930576080273085,0,3
Globigerinidae,Globigerinatheka,Y,,,34,kugleri,45.8,39.9,5.9,1134,1212,,5.9,1.59329475723304,85.77,0.983982940409904,0.983655566174128,95.9,88.31,73.1,96.7259187394691,121.82,4,1.10944657587481,408.09,401.42,90,127869.86,0.408186651647229,1.17193882693636,1.18118717318983,0.909857364067831,90,90,1,0.926114949409365,0,3
Globigerinidae,Globigerinatheka,Y,,,34,euganea,42.8,40.2,2.59999999999999,1210,1211,,2.59999999999999,2.0520594427163,111.703333333333,1.07406902506078,1.07375949932946,163.58,96.11,75.42,96.310634234019,144.77,4,1.25234933618545,447.4,480.4,90,161709.75,0.747470947175418,1.18322820112737,1.37720930595113,0.951564826371878,90,90,1,0.939268942311157,0,3
Globigerinidae,Globigerinatheka,Y,,,34,curryi,44.5,41.7,2.8,1211,1134,,2.8,2.1579572390353,93.575,1.00647110501618,1.06858645805233,111.64,75.51,0,94.2471848353493,147.13,3,1.24480203349092,444.84,475.35,90,157785.13,0.688338248350779,1.30264200566238,1.43457153343246,0.950980609208847,90,90,1,0.918451342632824,0,3
Globigerinidae,Globigerinella,Y,,,35,adamsi,0.01,-0.0000001,0.0100001,211,210,,0.0100001,1.968,61.159,1.078,2.009,43.543,61.699,78.235,80.3,166,6,1.122,477.212,1023.697,61.918,384162.81,0.255900746873441,2.35830700177019,0.435125005696269,1,90,90,1,0.502136742032689,0,2
Globigerinidae,Globigerinella,Y,,,35,calida,3.8,-0.0000001,3.8000001,13,1066,,3.8000001,1.95,85.128,1.366,1.983,55.602,87.959,111.824,97.1,172,5,1.181,374.65,739.775,88.904,123711.79,0.439958794549816,1.51017939931158,0.951960356344102,0.940863335961575,90,90,1,0.826893269238835,0,2
Globigerinidae,Globigerinella,Y,,,35,aequilateralis,12.5,-0.0000001,12.5000001,1066,209,,12.5000001,2.20728935180495,76.7633333333333,1.29128412290366,1.47490945284636,89.71,74.19,66.39,98.0064505845749,180,5,1.18614468850539,723.38,1066.92,90,637270.05,0.419866585602132,1.39286472493158,0.900383988276999,0.93549601382055,90,90,1,0.831488493717232,0,2
Globigerinidae,Globigerinella,Y,,,35,obesa,25,-0.0000001,25.0000001,149,536,,25.0000001,2.973,84.436,1.236,1.652,83.342,86.991,82.974,97.5,155,4.25,1.293,286.512,477.52,87.002,234317.72,0.39097397328721,1.37017450638103,1.03275000433065,0.928012013092089,90,90,1,0.884028570467645,0,2
Globigerinidae,Globigerinella,Y,,,35,pseudobesa,11.9,3.8,8.1,1064,149,,8.1,6.95796830948113,68.27,1.30540119373144,1.39039734020014,103.32,81.49,20,96.6590835733636,149.13,4,1.20746782823369,306.79,426.56,90,107141.18,0.463033728021289,1.60836090771897,0.958296803980037,0.921741726986404,90,90,1,0.83756277239949,0,2
Globigerinidae,Globigerinella,Y,,,35,praesiphonifera,22.3,11.9,10.4,209,149,,10.4,1.3088776283175,84.0733333333333,1.19558635327902,1.57675232647486,77.33,94.71,80.18,96.5802238353777,172.31,4.75,1.06763291182588,234.26,369.37,90,82903.97,0.297410847755542,1.35161854674587,0.981612755997836,0.922796167240786,90,90,1,0.871183268846918,0,2
Globigerinelloididae,Globigerinelloides,Y,Y,,36,rosebudensis,70,65.51,4.48999999999999,5058,,,4.5,2.49802528473592,64.68,1.20440622502949,2.86672044456395,66.35,61.38,66.31,91.9900390303845,176.66,6,1.18155809417007,111.57,319.84,90,60048.84,0.350891374421221,1.26694001784158,0.870806561285822,0.955329056685143,90,90,1,0.872216037546046,0,2
